Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 distance_port distance_starboard distance_target discrete_propeller
15.2 10800.82 5262.92 -160.08 4.05 -0.3 -0.0 -0.03 76.305 55.245 5181.191 65.76
15.3 10800.43 5262.81 -160.08 4.05 -0.3 -0.0 -0.03 76.29 55.26 5180.786 65.76
15.4 10800.04 5262.7 -160.08 4.05 -0.3 -0.0 -0.03 76.275 55.275 5180.38 65.76
15.5 10799.65 5262.59 -160.08 4.05 -0.3 -0.0 -0.03 76.26 55.29 5179.975 65.76
15.6 10799.26 5262.48 -160.08 4.05 -0.3 -0.0 -0.03 76.245 55.305 5179.57 65.76
15.7 10798.87 5262.37 -160.08 4.05 -0.3 -0.0 -0.03 76.23 55.32 5179.165 65.76
15.8 10798.48 5262.26 -160.08 4.05 -0.3 -0.0 -0.03 76.215 55.335 5178.76 65.76
15.9 10798.08 5262.15 -160.08 4.06 -0.31 -0.0 -0.03 76.202 55.348 5178.345 65.76
16.0 10797.69 5262.04 -160.08 4.06 -0.31 -0.0 -0.03 76.187 55.363 5177.94 65.76
16.1 10797.3 5261.93 -160.08 4.06 -0.31 -0.0 -0.03 76.172 55.378 5177.535 65.76
16.2 10796.91 5261.82 -160.08 4.06 -0.31 -0.0 -0.03 76.157 55.393 5177.13 65.76
16.3 10796.52 5261.71 -160.08 4.06 -0.31 -0.0 -0.03 76.142 55.408 5176.724 65.76
16.4 10796.12 5261.6 -160.08 4.07 -0.31 -0.0 -0.03 76.129 55.42 5176.31 65.76
16.5 10795.73 5261.49 -160.08 4.07 -0.31 -0.0 -0.03 76.114 55.435 5175.904 65.76
16.6 10795.34 5261.39 -160.08 4.07 -0.31 -0.0 -0.03 76.109 55.441 5175.502 65.76
16.7 10794.94 5261.28 -160.08 4.07 -0.31 -0.0 -0.03 76.096 55.453 5175.087 65.76
16.8 10794.55 5261.17 -160.08 4.08 -0.32 -0.0 -0.03 76.081 55.468 5174.682 65.76
16.9 10794.15 5261.06 -160.08 4.08 -0.32 -0.0 -0.03 76.068 55.481 5174.267 65.76
17.0 10793.76 5260.95 -160.08 4.08 -0.32 -0.0 -0.03 76.053 55.496 5173.862 65.76
17.1 10793.37 5260.84 -160.08 4.08 -0.32 -0.0 -0.03 76.038 55.511 5173.457 65.76
17.2 10792.97 5260.73 -160.08 4.09 -0.32 -0.0 -0.03 76.025 55.524 5173.042 65.76
17.3 10792.58 5260.62 -160.08 4.09 -0.32 -0.0 -0.03 76.01 55.539 5172.637 65.76
17.4 10792.18 5260.51 -160.08 4.09 -0.32 -0.0 -0.03 75.997 55.552 5172.222 65.76
17.5 10791.78 5260.4 -160.08 4.1 -0.32 -0.0 -0.03 75.985 55.564 5171.807 65.76
17.6 10791.39 5260.29 -160.08 4.1 -0.32 0.0 -0.03 75.969 55.579 5171.402 65.76
17.7 10790.99 5260.18 -160.08 4.1 -0.32 0.0 -0.03 75.957 55.592 5170.987 65.76
17.8 10790.59 5260.07 -160.08 4.11 -0.32 0.0 -0.03 75.944 55.605 5170.572 65.76
17.9 10790.2 5259.96 -160.08 4.11 -0.32 0.0 -0.03 75.929 55.62 5170.167 65.76
18.0 10789.8 5259.86 -160.08 4.11 -0.32 0.0 -0.03 75.926 55.622 5169.755 65.76
